,Title,URL,Rent,Min.Rent,Max.Rent,Unit.Label,Street.Address,Postal.Code,Amenities,Room.Count,lat,lng,accuracy,GoogleHumanReadable,Tract,GEOID10,NAMELSAD10,Opp_Area
1861,"1538 W 80th St Unit 3, Chicago, IL",https://www.apartments.com/1538-w-80th-st-chicago-il/v7qlehe/,$750,750,750,2 Bed,1538 W 80th St Unit 3,60620,,2 Bed,41.7486685,-87.6624821,ROOFTOP,"1538 W 80th St #3, Chicago, IL 60620, USA",17031710600,17031710600,Census Tract 7106,No
2050,"7954 S Justine, Chicago, IL",https://www.apartments.com/7954-s-justine-chicago-il/j8nxnx5/,$940,940,940,2 Bed,7954 S Justine St,60620,"$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Built in 1923,19 Units/3 Stories,Cable Ready,Kitchen,Oven,Refrigerator,Hardwood Floors",2 Bed,41.7487807,-87.6621834,RANGE_INTERPOLATED,"7954 S Justine St, Chicago, IL 60620, USA",17031710600,17031710600,Census Tract 7106,No
1175,"8259 S Elizabeth St Unit #1, Chicago, IL",https://www.apartments.com/8259-s-elizabeth-st-chicago-il/m5zj89k/,$735,735,735,Condo for Rent,8259 S Elizabeth St Unit #1,60620,"$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Heating,Kitchen,Oven,Refrigerator,Hardwood Floors",1 Bed,41.7469827,-87.6545032,ROOFTOP,"8259 S Elizabeth St, Chicago, IL 60620, USA",17031710700,17031710700,Census Tract 7107,No
1423,"1454 W 83rd St, Chicago, IL",https://www.apartments.com/1454-w-83rd-st-chicago-il/pmzrgft/,$810,810,810,2 Bed,1454 W 83rd St,60620,Laundry Facilities,2 Bed,41.7432508,-87.6604631,ROOFTOP,"1454 W 83rd St, Chicago, IL 60620, USA",17031710700,17031710700,Census Tract 7107,No
1429,"1311 W 81st St, Chicago, IL",https://www.apartments.com/1311-w-81st-st-chicago-il/cy0j2yd/,$915,915,915,2 Bed,1311 W 81st St,60620,,2 Bed,41.746728,-87.6565457,ROOFTOP,"1311 W 81st St, Chicago, IL 60620, USA",17031710700,17031710700,Census Tract 7107,No
1433,"8259 S Elizabeth St, Chicago, IL",https://www.apartments.com/8259-s-elizabeth-st-chicago-il/8b46sp0/,$910,910,910,2 Bed,8259 S Elizabeth St,60620,,2 Bed,41.7469827,-87.6545032,ROOFTOP,"8259 S Elizabeth St, Chicago, IL 60620, USA",17031710700,17031710700,Census Tract 7107,No
1855,"8259 S Elizabeth St Unit 1216, Chicago, IL",https://www.apartments.com/8259-s-elizabeth-st-chicago-il/2vwmt5c/,$865,865,865,Condo for Rent,8259 S Elizabeth St Unit 1216,60620,"$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Heating,Oven,Refrigerator,Hardwood Floors",2 Bed,41.7469827,-87.6545032,ROOFTOP,"8259 S Elizabeth St #1216, Chicago, IL 60620, USA",17031710700,17031710700,Census Tract 7107,No
2402,"8259 S Elizabeth St Unit 1220, Chicago, IL",https://www.apartments.com/8259-s-elizabeth-st-chicago-il/kg6vp18/,"$1,040","1,040","1,040",Condo for Rent,8259 S Elizabeth St Unit 1220,60620,"MOVE IN PROMO SEE DESCRIPTION,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Heating,Oven,Refrigerator,Hardwood Floors",3 Bed,41.7469827,-87.6545032,ROOFTOP,"8259 S Elizabeth St #1220, Chicago, IL 60620, USA",17031710700,17031710700,Census Tract 7107,No
290,"8101 S Peoria St, Chicago, IL",https://www.apartments.com/8101-s-peoria-st-chicago-il/vgg453g/,"$1,200","1,200","1,200",House for Rent,8101 S Peoria St,60620,"Air Conditioning,Kitchen,Family Room",Studio,41.7468188,-87.6460742,ROOFTOP,"8101 S Peoria St, Chicago, IL 60620, USA",17031710800,17031710800,Census Tract 7108,No
1851,"7956 S Aberdeen St Unit #1, Chicago, IL",https://www.apartments.com/7956-s-aberdeen-st-chicago-il/cj2j7se/,$830,830,830,Condo for Rent,7956 S Aberdeen St Unit #1,60620,"$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Controlled Access,Heating,Cable Ready,Eat-in Kitchen,Oven,Refrigerator,Hardwood Floors",2 Bed,41.7489048,-87.6515802,ROOFTOP,"7956 S Aberdeen St, Chicago, IL 60620, USA",17031710800,17031710800,Census Tract 7108,No
2028,"7800 S Morgan St, Chicago, IL",https://www.apartments.com/7800-s-morgan-st-chicago-il/srrg6t4/,$855 - 900,855,900,2 Bed,7800 S Morgan St,60620,"$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,$10 Monthly Pet Rent,$100 Fee,40 lb Weight Limit,2 Pet Limit,Built in 1926,24 Units/4 Stories,Controlled Access,Heating,Tub/Shower,Kitchen,Range,Refrigerator",2 Bed,41.752173,-87.649271,ROOFTOP,"7800 S Morgan St, Chicago, IL 60620, USA",17031710800,17031710800,Census Tract 7108,No
1171,"1446 W 83rd St Unit 1448, Chicago, IL",https://www.apartments.com/1446-w-83rd-st-chicago-il/29jwd78/,$745,745,745,1 Bed,1446 W 83rd St Unit 1448,60620,Laundry Facilities,1 Bed,41.7431126,-87.6602044,ROOFTOP,"1446 W 83rd St #1448, Chicago, IL 60620, USA",17031711100,17031711100,Census Tract 7111,No
1426,"8401 S Ada St, Chicago, IL",https://www.apartments.com/8401-s-ada-st-chicago-il/3qddrwd/,"$1,030","1,030","1,030",2 Bed,8401 S Ada St,60620,,2 Bed,41.741207,-87.656768,ROOFTOP,"8401 S Ada St, Chicago, IL 60620, USA",17031711100,17031711100,Census Tract 7111,No
724,"1635 W 83rd St, Chicago, IL",https://www.apartments.com/1635-w-83rd-st-chicago-il/716ey2w/,Call for Rent,,,1 Bed,1633 W 83rd St,60620,"Monthly Exterminating,Professional cleaning of common areas.,Professional Landscaping,Snow removal,Built in 1929,32 Units/4 Stories,Laundry Facilities,Vintage Building,Heating,Ceiling Fans,Cable Ready,Tub/Shower,Eat-in Kitchen,Kitchen,Range,Hardwood Floors,Tile Floors,Dining Room,Walk-In Closets,Window Coverings",1 Bed,41.742795,-87.664753,ROOFTOP,"1633 W 83rd St, Chicago, IL 60620, USA",17031711200,17031711200,Census Tract 7112,No
2542,"1846 W 83rd St, Chicago, IL",https://www.apartments.com/1846-w-83rd-st-chicago-il/zsd78ry/,"$1,400","1,400","1,400",House for Rent,1846 W 83rd St,60620,"Air Conditioning,Fireplace,Kitchen,Family Room",3 Bed,41.7431971,-87.6699712,ROOFTOP,"1846 W 83rd St, Chicago, IL 60620, USA",17031711200,17031711200,Census Tract 7112,No
2651,"8227 S Marshfield Ave, Chicago, IL",https://www.apartments.com/8227-s-marshfield-ave-chicago-il/2s2klpc/,"$1,325","1,325","1,325",3 Bed,8227 S Marshfield Ave,60620,,3 Bed,41.74407,-87.664146,ROOFTOP,"8227 S Marshfield Ave, Chicago, IL 60620, USA",17031711200,17031711200,Census Tract 7112,No
2544,"9001 S Western Ave, Chicago, IL",https://www.apartments.com/9001-s-western-ave-chicago-il/9spsjw4/,"$2,300","2,300","2,300",House for Rent,9001 S Western Ave,60643,"Fireplace,Kitchen,Family Room,Basement",3 Bed,41.7299284,-87.6819417,ROOFTOP,"9001 S Western Ave, Chicago, IL 60643, USA",17031720100,17031720100,Census Tract 7201,Yes
725,"9218 S. Bishop, Chicago, IL",https://www.apartments.com/9218-s-bishop-chicago-il/fbcznvs/,Call for Rent,,,1 Bed,9218 S Bishop St,60620,"Monthly exterminating and professional cleaning of common areas - halls, vestibules, laundry room.,Some units may have a Wall AC unit,Built in 1928,25 Units/4 Stories,Heating,Ceiling Fans,Cable Ready,Tub/Shower,Eat-in Kitchen,Kitchen,Range,Hardwood Floors,Dining Room,Walk-In Closets,Window Coverings",1 Bed,41.726022,-87.659486,ROOFTOP,"9218 S Bishop St, Chicago, IL 60620, USA",17031730201,17031730201,Census Tract 7302.01,No
2460,"9418 S Peoria St, Chicago, IL",https://www.apartments.com/9418-s-peoria-st-chicago-il/qqj3xwx/,"$1,375","1,375","1,375",House for Rent,9418 S Peoria St,60620,"Washer/Dryer,Refrigerator",3 Bed,41.72238,-87.646013,ROOFTOP,"9418 S Peoria St, Chicago, IL 60620, USA",17031730202,17031730202,Census Tract 7302.02,No
50,"1641 W 89th St, Chicago, IL",https://www.apartments.com/1641-w-89th-st-chicago-il/flczktr/,$600,600,600,Studio,1641 W 89th St,60620,,Studio,41.7319053,-87.6646139,ROOFTOP,"1641 W 89th St, Chicago, IL 60620, USA",17031730300,17031730300,Census Tract 7303,No
804,"1637 W 89th St, Chicago, IL",https://www.apartments.com/1637-w-89th-st-chicago-il/6kfql4r/,"$1,044","1,044","1,044",1 Bed,1637 W 89th St,60620,Laundry Facilities,1 Bed,41.731865,-87.664574,ROOFTOP,"1637 W 89th St, Chicago, IL 60620, USA",17031730300,17031730300,Census Tract 7303,No
590,"Midpointe Apartments, Chicago, IL",https://www.apartments.com/midpointe-apartments-chicago-il/1bj1255/,"$760 - 1,005",760,"1,005",Studio,4050-4064 W 115th St,60655,"$35 Monthly Pet Rent,$250 Fee,35 lb Weight Limit,2 Pet Limit,$35 Monthly Pet Rent,$250 Fee,2 Pet Limit,Built in 1972,424 Units/4 Stories,Laundry Facilities,Controlled Access,Maintenance on site,Property Manager on Site,Renters Insurance Program,Elevator,Business Center,Coffee Bar,Gated,Courtyard,Fitness Center,Pool,High Speed Internet Access,Air Conditioning,Heating,Cable Ready,Tub/Shower,Dishwasher,Stainless Steel Appliances,Pantry,Microwave,Oven,Range,Refrigerator,Hardwood Floors,Carpet,Tile Floors,Vinyl Flooring,Dining Room,Walk-In Closets,Linen Closet,Window Coverings",Studio,41.6873896,-87.7214461,ROOFTOP,"4064 W 115th St, Chicago, IL 60655, USA",17031740400,17031740400,Census Tract 7404,Yes
1315,"Midpointe Apartments, Chicago, IL",https://www.apartments.com/midpointe-apartments-chicago-il/1bj1255/,"$900 - 1,275",900,"1,275",1 Bed,4050-4064 W 115th St,60655,"$35 Monthly Pet Rent,$250 Fee,35 lb Weight Limit,2 Pet Limit,$35 Monthly Pet Rent,$250 Fee,2 Pet Limit,Built in 1972,424 Units/4 Stories,Laundry Facilities,Controlled Access,Maintenance on site,Property Manager on Site,Renters Insurance Program,Elevator,Business Center,Coffee Bar,Gated,Courtyard,Fitness Center,Pool,High Speed Internet Access,Air Conditioning,Heating,Cable Ready,Tub/Shower,Dishwasher,Stainless Steel Appliances,Pantry,Microwave,Oven,Range,Refrigerator,Hardwood Floors,Carpet,Tile Floors,Vinyl Flooring,Dining Room,Walk-In Closets,Linen Closet,Window Coverings",1 Bed,41.6873896,-87.7214461,ROOFTOP,"4064 W 115th St, Chicago, IL 60655, USA",17031740400,17031740400,Census Tract 7404,Yes
1988,"Midpointe Apartments, Chicago, IL",https://www.apartments.com/midpointe-apartments-chicago-il/1bj1255/,"$1,060 - 1,600","1,060","1,600",2 Bed,4050-4064 W 115th St,60655,"$35 Monthly Pet Rent,$250 Fee,35 lb Weight Limit,2 Pet Limit,$35 Monthly Pet Rent,$250 Fee,2 Pet Limit,Built in 1972,424 Units/4 Stories,Laundry Facilities,Controlled Access,Maintenance on site,Property Manager on Site,Renters Insurance Program,Elevator,Business Center,Coffee Bar,Gated,Courtyard,Fitness Center,Pool,High Speed Internet Access,Air Conditioning,Heating,Cable Ready,Tub/Shower,Dishwasher,Stainless Steel Appliances,Pantry,Microwave,Oven,Range,Refrigerator,Hardwood Floors,Carpet,Tile Floors,Vinyl Flooring,Dining Room,Walk-In Closets,Linen Closet,Window Coverings",2 Bed,41.6873896,-87.7214461,ROOFTOP,"4064 W 115th St, Chicago, IL 60655, USA",17031740400,17031740400,Census Tract 7404,Yes
2473,"10911 S Peoria St, Chicago, IL",https://www.apartments.com/10911-s-peoria-st-chicago-il/vtpmy9f/,"$1,400","1,400","1,400",House for Rent,10911 S Peoria St,60643,,3 Bed,41.6956136,-87.644648,ROOFTOP,"10911 S Peoria St, Chicago, IL 60643, USA",17031750100,17031750100,Census Tract 7501,No
2304,"11630 S Artesian Ave, Chicago, IL",https://www.apartments.com/11630-s-artesian-ave-chicago-il/kr14h9c/,"$1,500","1,500","1,500",3 Bed,11630 S Artesian Ave,60655,,3 Bed,41.681702,-87.682419,ROOFTOP,"11630 S Artesian Ave, Chicago, IL 60655, USA",17031750400,17031750400,Census Tract 7504,Yes
2109,"1721 W Steuben St Unit FL 1, Chicago, IL",https://www.apartments.com/1721-w-steuben-st-chicago-il/85rkxq2/,"$1,625","1,625","1,625",3 Bed,1721 W Steuben St Unit FL 1,60643,"Washer/Dryer,Smoke Free",3 Bed,41.6867159,-87.66443,ROOFTOP,"1721 W Steuben St, Chicago, IL 60643, USA",17031750500,17031750500,Census Tract 7505,No
569,"The Pavilion, Chicago, IL",https://www.apartments.com/the-pavilion-chicago-il/405n4nh/,"$1,115 - 1,848","1,115","1,848",Studio,5441 NE NEast River Rd,60656,"Aerobics,on-site bus stop,on-site convenience store,on-site hair salon,Built in 1974,817 Units/15 Stories,Maintenance on site,24 Hour Availability,On-Site ATM,Business Center,Fitness Center,Cardio Machines,Weight Machines,Sauna,Racquetball Court,Tennis Court,Heating,Range,Refrigerator,Recreation Room,Walk-In Closets,Balcony",Studio,41.9782722,-87.8433365,ROOFTOP,"5441 N East River Rd, Chicago, IL 60656, USA",17031760801,17031760801,Census Tract 7608.01,Yes
1286,"The Pavilion, Chicago, IL",https://www.apartments.com/the-pavilion-chicago-il/405n4nh/,"$1,210 - 1,516","1,210","1,516",1 Bed,5441 NE NEast River Rd,60656,"Aerobics,on-site bus stop,on-site convenience store,on-site hair salon,Built in 1974,817 Units/15 Stories,Maintenance on site,24 Hour Availability,On-Site ATM,Business Center,Fitness Center,Cardio Machines,Weight Machines,Sauna,Racquetball Court,Tennis Court,Heating,Range,Refrigerator,Recreation Room,Walk-In Closets,Balcony",1 Bed,41.9782722,-87.8433365,ROOFTOP,"5441 N East River Rd, Chicago, IL 60656, USA",17031760801,17031760801,Census Tract 7608.01,Yes
1965,"The Pavilion, Chicago, IL",https://www.apartments.com/the-pavilion-chicago-il/405n4nh/,"$1,751 - 2,875","1,751","2,875",2 Bed,5441 NE NEast River Rd,60656,"Aerobics,on-site bus stop,on-site convenience store,on-site hair salon,Built in 1974,817 Units/15 Stories,Maintenance on site,24 Hour Availability,On-Site ATM,Business Center,Fitness Center,Cardio Machines,Weight Machines,Sauna,Racquetball Court,Tennis Court,Heating,Range,Refrigerator,Recreation Room,Walk-In Closets,Balcony",2 Bed,41.9782722,-87.8433365,ROOFTOP,"5441 N East River Rd, Chicago, IL 60656, USA",17031760801,17031760801,Census Tract 7608.01,Yes
2587,"The Pavilion, Chicago, IL",https://www.apartments.com/the-pavilion-chicago-il/405n4nh/,Call for Rent,,,3 Bed,5441 NE NEast River Rd,60656,"Aerobics,on-site bus stop,on-site convenience store,on-site hair salon,Built in 1974,817 Units/15 Stories,Maintenance on site,24 Hour Availability,On-Site ATM,Business Center,Fitness Center,Cardio Machines,Weight Machines,Sauna,Racquetball Court,Tennis Court,Heating,Range,Refrigerator,Recreation Room,Walk-In Closets,Balcony",3 Bed,41.9782722,-87.8433365,ROOFTOP,"5441 N East River Rd, Chicago, IL 60656, USA",17031760801,17031760801,Census Tract 7608.01,Yes
2748,"The Pavilion, Chicago, IL",https://www.apartments.com/the-pavilion-chicago-il/405n4nh/,Call for Rent,,,4 Bed,5441 NE NEast River Rd,60656,"Aerobics,on-site bus stop,on-site convenience store,on-site hair salon,Built in 1974,817 Units/15 Stories,Maintenance on site,24 Hour Availability,On-Site ATM,Business Center,Fitness Center,Cardio Machines,Weight Machines,Sauna,Racquetball Court,Tennis Court,Heating,Range,Refrigerator,Recreation Room,Walk-In Closets,Balcony",4 Bed,41.9782722,-87.8433365,ROOFTOP,"5441 N East River Rd, Chicago, IL 60656, USA",17031760801,17031760801,Census Tract 7608.01,Yes
766,"8503 W Catherine Ave Unit 504, Chicago, IL",https://www.apartments.com/8503-w-catherine-ave-chicago-il/zewmpqy/,"$1,029","1,029","1,029",Condo for Rent,8503 W Catherine Ave Unit 504,60656,Laundry Facilities,1 Bed,41.9770766,-87.8389631,ROOFTOP,"8503 W Catherine Ave #504, Chicago, IL 60656, USA",17031760803,17031760803,Census Tract 7608.03,Yes
825,"5310 N Chester Ave, Chicago, IL",https://www.apartments.com/5310-n-chester-ave-chicago-il/kbqkqwc/,$995,995,995,1 Bed,5310 N Chester Ave,60656,Laundry Facilities,1 Bed,41.9761061,-87.8397118,ROOFTOP,"5310 N Chester Ave, Chicago, IL 60656, USA",17031760803,17031760803,Census Tract 7608.03,Yes
826,"5310 N Chester Ave Unit 22, Chicago, IL",https://www.apartments.com/5310-n-chester-ave-chicago-il/fhnd7pr/,$995,995,995,Condo for Rent,5310 N Chester Ave Unit 22,60656,Laundry Facilities,1 Bed,41.9761061,-87.8397118,ROOFTOP,"5310 N Chester Ave #22, Chicago, IL 60656, USA",17031760803,17031760803,Census Tract 7608.03,Yes
1564,"5230 N Delphia Ave, Chicago, IL",https://www.apartments.com/5230-n-delphia-ave-chicago-il/3kekd9d/,"$1,100","1,100","1,100",2 Bed,5230 N Delphia Ave,60656,,2 Bed,41.9747425,-87.8418583,ROOFTOP,"5230 N Delphia Ave, Chicago, IL 60656, USA",17031760803,17031760803,Census Tract 7608.03,Yes
1660,"5337 N East River Rd, Chicago, IL",https://www.apartments.com/5337-n-east-river-rd-chicago-il/pqnpjsr/,"$1,500","1,500","1,500",2 Bed,5337 N East River Rd,60656,Laundry Facilities,2 Bed,41.9765935,-87.8461107,ROOFTOP,"5337 N East River Rd, Chicago, IL 60656, USA",17031760803,17031760803,Census Tract 7608.03,Yes
2539,"8708 W Berwyn Ave, Chicago, IL",https://www.apartments.com/8708-w-berwyn-ave-chicago-il/efexzpn/,"$1,450","1,450","1,450",House for Rent,8708 W Berwyn Ave,60656,"Kitchen,Tile Floors,Family Room",3 Bed,41.9754,-87.8443136,ROOFTOP,"8708 W Berwyn Ave, Chicago, IL 60656, USA",17031760803,17031760803,Census Tract 7608.03,Yes
845,"1546 W Arthur Ave Unit #2, Chicago, IL",https://www.apartments.com/1546-w-arthur-ave-chicago-il/hczfqk3/,"$1,000","1,000","1,000",1 Bed,1546 W Arthur Ave Unit #2,60626,"Laundry Facilities,Smoke Free",1 Bed,42.0000066,-87.6695559,ROOFTOP,"1546 W Arthur Ave, Chicago, IL 60626, USA",17031830600,17031830600,Census Tract 8306,No
873,"1544 W Arthur Ave Unit 2, Chicago, IL",https://www.apartments.com/1544-w-arthur-ave-chicago-il/vkyc9be/,"$1,000","1,000","1,000",1 Bed,1544 W Arthur Ave Unit 2,60626,"Laundry Facilities,Smoke Free",1 Bed,42.0000094,-87.6693876,ROOFTOP,"1544 W Arthur Ave #2, Chicago, IL 60626, USA",17031830600,17031830600,Census Tract 8306,No
1535,"6509 N Ashland Ave Unit 1, Chicago, IL",https://www.apartments.com/6509-n-ashland-ave-chicago-il/b06wyt9/,"$1,300","1,300","1,300",2 Bed,6509 N Ashland Ave Unit 1,60626,Laundry Facilities,2 Bed,42.0002039,-87.670084,ROOFTOP,"6509 N Ashland Ave #1, Chicago, IL 60626, USA",17031830600,17031830600,Census Tract 8306,No
1659,"6524 N Bosworth Ave Unit 1, Chicago, IL",https://www.apartments.com/6524-n-bosworth-ave-chicago-il/xhgkpcn/,"$1,550","1,550","1,550",2 Bed,6524 N Bosworth Ave Unit 1,60626,"Laundry Facilities,Smoke Free",2 Bed,42.000704,-87.669576,ROOFTOP,"6524 N Bosworth Ave #1, Chicago, IL 60626, USA",17031830600,17031830600,Census Tract 8306,No
1786,"6701 N Clark St, Chicago, IL",https://www.apartments.com/6701-n-clark-st-chicago-il/47d77fh/,"$1,400","1,400","1,400",2 Bed,6701 N Clark St,60626,Laundry Facilities,2 Bed,42.0036864,-87.6721703,ROOFTOP,"6701 N Clark St, Chicago, IL 60626, USA",17031830600,17031830600,Census Tract 8306,No
2292,"6703 N Clark St, Chicago, IL",https://www.apartments.com/6703-n-clark-st-chicago-il/vhh2r8d/,"$1,650","1,650","1,650",3 Bed,6703 N Clark St,60626,Laundry Facilities,3 Bed,42.0036743,-87.6721294,ROOFTOP,"6703 N Clark St, Chicago, IL 60626, USA",17031830600,17031830600,Census Tract 8306,No
2709,"6703 N Clark St Unit 3N, Chicago, IL",https://www.apartments.com/6703-n-clark-st-chicago-il/zz83qjy/,"$1,650","1,650","1,650",3 Bed,6703 N Clark St Unit 3N,60626,Laundry Facilities,3 Bed,42.0036743,-87.6721294,ROOFTOP,"6703 N Clark St #3n, Chicago, IL 60626, USA",17031830600,17031830600,Census Tract 8306,No
169,"4518 N Sheridan Rd Unit 2F, Chicago, IL",https://www.apartments.com/4518-n-sheridan-rd-chicago-il/d8th1rj/,$725,725,725,Studio,4518 N Sheridan Rd Unit 2F,60640,Laundry Facilities,Studio,41.964158,-87.655192,ROOFTOP,"4518 N Sheridan Rd #2f, Chicago, IL 60640, USA",17031830700,17031830700,Census Tract 8307,No
172,"4518 N Sheridan Rd Unit 2C, Chicago, IL",https://www.apartments.com/4518-n-sheridan-rd-chicago-il/kbzjexb/,$800,800,800,Studio,4518 N Sheridan Rd Unit 2C,60640,Laundry Facilities,Studio,41.964158,-87.655192,ROOFTOP,"4518 N Sheridan Rd #2c, Chicago, IL 60640, USA",17031830700,17031830700,Census Tract 8307,No
229,"4228 N Kenmore Ave Unit 109, Chicago, IL",https://www.apartments.com/4228-n-kenmore-ave-chicago-il/krfyvf9/,$800,800,800,Studio,4228 N Kenmore Ave Unit 109,60613,,Studio,41.9594767,-87.6566173,ROOFTOP,"4228 N Kenmore Ave #109, Chicago, IL 60613, USA",17031830700,17031830700,Census Tract 8307,No
723,"4717 N. Winthrop Apartments, Chicago, IL",https://www.apartments.com/4717-n-winthrop-apartments-chicago-il/g9nq20x/,$850 - 895,850,895,1 Bed,4717 N Winthrop Ave,60640,"2 Pet Limit,Built in 1950,51 Units/9 Stories,Laundry Facilities,Controlled Access,High Speed Internet Access,Washer/Dryer,Ceiling Fans,Smoke Free,Tub/Shower,Kitchen,Oven,Range,Refrigerator,Hardwood Floors,Carpet,Window Coverings",1 Bed,41.967783,-87.657237,ROOFTOP,"4717 N Winthrop Ave, Chicago, IL 60640, USA",17031830700,17031830700,Census Tract 8307,No
767,"4010 N Kenmore Ave Unit B8, Chicago, IL",https://www.apartments.com/4010-n-kenmore-ave-chicago-il/whqrq6k/,"$1,100","1,100","1,100",1 Bed,4010 N Kenmore Ave Unit B8,60613,Laundry Facilities,1 Bed,41.954893,-87.6564258,ROOFTOP,"4010 N Kenmore Ave, Chicago, IL 60613, USA",17031830700,17031830700,Census Tract 8307,No
775,"1137 W Leland Ave Unit #102, Chicago, IL",https://www.apartments.com/1137-w-leland-ave-chicago-il/p2weflt/,"$1,445","1,445","1,445",1 Bed,1137 W Leland Ave Unit #102,60640,"Washer/Dryer,Smoke Free",1 Bed,41.967025,-87.6590129,ROOFTOP,"1137 W Leland Ave, Chicago, IL 60640, USA",17031830700,17031830700,Census Tract 8307,No
780,"4635 North Broadway, Chicago, IL",https://www.apartments.com/4635-north-broadway-chicago-il/x9pgf8p/,"$1,495","1,495","1,495",1 Bed,4635 North Broadway,60640,"Washer/Dryer,Smoke Free",1 Bed,41.9664239,-87.6577828,ROOFTOP,"4635 North Broadway, Chicago, IL 60640, USA",17031830700,17031830700,Census Tract 8307,No
